1292,1223,1308,1196,3384
1296,1222,1298,1202,2035
1301,1222,1309,1203,3383
1293,1236,1288,1204,2035
1293,1239,1302,1215,3384
1291,1245,1292,1212,2035
1285,1244,1298,1205,3382
1299,1238,1295,1209,2035
1301,1210,1298,1204,3383
1311,1223,1298,1209,2036
1303,1228,1296,1210,3383
1288,1223,1296,1202,2035
1291,1228,1294,1204,3383
1295,1219,1308,1204,2035
1300,1220,1292,1204,3383
1286,1237,1303,1204,2036
1284,1219,1296,1206,3383
1295,1225,1305,1217,2035
1295,1234,1310,1213,3384
1291,1230,1290,1217,2035
1281,1222,1307,1205,3385
1300,1230,1308,1208,2036
1294,1220,1303,1201,3384
1304,1229,1303,1204,2035
1282,1221,1298,1208,3384
1295,1240,1300,1204,2035
1289,1224,1303,1200,3385
1298,1227,1290,1201,2035
1294,1227,1302,1208,3383
1297,1233,1304,1206,2035
1306,1230,1297,1202,3384
1291,1231,1301,1202,2035
1299,1230,1302,1203,3383
1293,1225,1298,1212,2035
1297,1230,1304,1204,3383
1300,1225,1293,1208,2034
1297,1231,1294,1201,3384
1295,1235,1305,1214,2035
1295,1233,1309,1212,3383
1303,1229,1306,1215,2035
1301,1230,1300,1211,3384
1290,1227,1301,1213,2036
1297,1234,1303,1221,3384
1289,1230,1300,1205,2035
1290,1220,1297,1201,3383
1295,1231,1301,1202,2035
1286,1228,1296,1203,3383
1282,1220,1304,1210,2035
1297,1229,1296,1204,3383
1293,1227,1304,1204,2035
1295,1230,1294,1204,3383
1291,1221,1298,1206,2035
1293,1229,1305,1210,3384
1289,1232,1292,1214,2036
1284,1225,1298,1205,3385
1288,1239,1306,1218,2036
1289,1229,1294,1205,3384
1299,1232,1301,1210,2036
1307,1227,1304,1205,3383
1287,1228,1297,1210,2035
1284,1233,1293,1203,3384
1284,1237,1293,1210,2036
1300,1236,1302,1208,3383
1302,1239,1299,1215,2035
1302,1241,1297,1210,3384
1298,1226,1305,1215,2035
1293,1229,1295,1206,3384
1295,1231,1293,1203,2035
1295,1231,1298,1212,3384
1288,1220,1300,1201,2035
1292,1231,1298,1199,3383
1294,1230,1311,1204,2034
1293,1238,1293,1205,3383
1304,1233,1302,1201,2035
1299,1226,1307,1203,3383
1291,1238,1293,1205,2035
1290,1234,1306,1214,3383
1297,1238,1293,1210,2035
1295,1239,1293,1200,3384
1282,1230,1301,1210,2035
1295,1236,1299,1205,3384
1286,1228,1299,1198,2035
1289,1227,1290,1200,3383
1285,1229,1318,1202,2035
1291,1230,1307,1209,3383
1292,1231,1304,1211,2035
1310,1238,1289,1209,3384
1280,1226,1297,1214,2036
1307,1221,1292,1199,3384
1283,1217,1301,1207,2034
1289,1230,1307,1216,3384
1296,1228,1295,1217,2036
1310,1218,1302,1210,3384
1299,1239,1300,1199,2035
1305,1232,1292,1205,3383
1292,1242,1310,1203,2035
1301,1247,1297,1205,3385
1285,1229,1305,1218,2036
1298,1232,1277,1203,3384
1311,1233,1287,1190,2035
1304,1226,1293,1206,3383
1297,1223,1284,1209,2035
1319,1218,1313,1209,3384
1299,1219,1302,1214,2035
1301,1239,1305,1212,3384
1293,1209,1303,1208,2035
1293,1217,1298,1211,3384
1291,1220,1293,1202,2036
1310,1229,1310,1201,3384
1308,1229,1314,1222,2035
1289,1227,1296,1207,3384
1273,1219,1314,1208,2034
1292,1245,1295,1196,3383
1313,1214,1294,1212,2035
1307,1231,1305,1213,3382
1288,1237,1309,1213,2035
1275,1238,1295,1201,3383
1300,1226,1302,1220,2036
1295,1235,1303,1206,3383
1292,1217,1298,1193,2034
1290,1231,1302,1208,3383
1295,1222,1292,1212,2036
1285,1229,1299,1196,3383
1290,1242,1301,1209,2035
1300,1227,1300,1207,3384
1308,1216,1300,1208,2035
1281,1231,1296,1205,3383
1289,1235,1297,1201,2036
1289,1232,1301,1214,3383
1297,1223,1295,1200,2035
1289,1223,1302,1215,3383
1291,1226,1302,1209,2034
1292,1232,1295,1206,3383
1294,1229,1289,1204,2035
1291,1221,1304,1199,3383
1291,1227,1297,1197,2034
1285,1228,1301,1208,3384
1294,1227,1302,1210,2036
1298,1225,1304,1207,3383
1299,1235,1301,1203,2035
1287,1228,1293,1203,3383
1291,1232,1304,1221,2035
1291,1230,1298,1204,3383
1296,1233,1299,1202,2036
1303,1226,1298,1201,3384
1304,1233,1298,1203,2035
1281,1225,1300,1205,3383
1296,1236,1300,1216,2035
1290,1225,1301,1222,3383
1288,1235,1302,1201,2035
1291,1231,1292,1208,3384
1287,1229,1300,1202,2035
1297,1231,1302,1203,3384
1282,1225,1302,1217,2036
1289,1222,1304,1202,3383
1292,1226,1300,1205,2035
1287,1225,1293,1205,3383
1295,1226,1296,1202,2034
